analysis_context	antigen_group	antigen_target	previous_4vHPV_doses	feature	outcome_family	mechanistic_axis	raw_effect_log2	raw_geometric_mean_ratio	raw_q_value	floor_status	bpv_status	method_status	evidence_grade	claim_readiness	interpretation_guardrail	biological_summary
heterologous_2vHPV_recall	cross_reactive_type	HPV33	3	IgG	Antibody abundance	Binding-antibody abundance	1.528036337955067	2.883930381149506	0.0005071882456717	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV33 IgG increased by 1.53 log2 units (2.88-fold; q=0.000507); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV18	3	IgG3	IgG subclass architecture	IgG subclass architecture	2.253663085437517	4.768921666417833	0.0008242340657147	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV18 IgG3 increased by 2.25 log2 units (4.77-fold; q=0.000824); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV33	1	FcgR2B	Fc-receptor engagement	Fc-receptor communication	1.3975427278630768	2.634524740345117	0.000867627892973	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV33 FcgR2B increased by 1.40 log2 units (2.63-fold; q=0.000868); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV18	3	IgG	Antibody abundance	Binding-antibody abundance	1.3607197046128814	2.56813261740196	0.0013758491539716	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV18 IgG increased by 1.36 log2 units (2.57-fold; q=0.00138); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV33	1	IgG3	IgG subclass architecture	IgG subclass architecture	2.6193049367877683	6.1445396887973125	0.0016816410101551	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV33 IgG3 increased by 2.62 log2 units (6.14-fold; q=0.00168); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	2	IgG3	IgG subclass architecture	IgG subclass architecture	2.32313607312366	5.004188286738935	0.0020832775452361	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV16 IgG3 increased by 2.32 log2 units (5.00-fold; q=0.00208); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV45	2	IgG3	IgG subclass architecture	IgG subclass architecture	2.4476105729759827	5.455118639259311	0.0021951310590253	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV45 IgG3 increased by 2.45 log2 units (5.46-fold; q=0.0022); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
primary_2vHPV_induction	cross_reactive_type	HPV31	0	IgA1	Antibody abundance	Binding-antibody abundance	2.418953322766768	5.347828954133434	0.0025616256391874	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Primary 2vHPV induction: HPV31 IgA1 increased by 2.42 log2 units (5.35-fold; q=0.00256); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV18	2	IgG	Antibody abundance	Binding-antibody abundance	1.1678656504228988	2.2467905661274274	0.0026936439950757	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV18 IgG increased by 1.17 log2 units (2.25-fold; q=0.00269); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV58	2	IgG2	IgG subclass architecture	IgG subclass architecture	1.7791270129782335	3.432184273413621	0.0027271438566437	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV58 IgG2 increased by 1.78 log2 units (3.43-fold; q=0.00273); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV18	2	FcgR3A	Fc-receptor engagement	Fc-receptor communication	2.615614350216618	6.128841308645342	0.0028706668057734	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV18 FcgR3A increased by 2.62 log2 units (6.13-fold; q=0.00287); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV18	3	IgA1	Antibody abundance	Binding-antibody abundance	1.6779006065487532	3.1996200701828625	0.0031089067534575	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV18 IgA1 increased by 1.68 log2 units (3.20-fold; q=0.00311); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV58	2	IgA1	Antibody abundance	Binding-antibody abundance	1.197066638482191	2.292730270855089	0.0031382089559346	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV58 IgA1 increased by 1.20 log2 units (2.29-fold; q=0.00314); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
primary_2vHPV_induction	cross_reactive_type	HPV45	0	IgA1	Antibody abundance	Binding-antibody abundance	1.307348981957548	2.474863544218852	0.0032861469956307	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Primary 2vHPV induction: HPV45 IgA1 increased by 1.31 log2 units (2.47-fold; q=0.00329); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV58	3	IgG3	IgG subclass architecture	IgG subclass architecture	2.60678530683248	6.091448398779106	0.0038686893447444	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV58 IgG3 increased by 2.61 log2 units (6.09-fold; q=0.00387); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV18	2	IgM	Antibody abundance	Binding-antibody abundance	0.6485369508997606	1.5675776958156722	0.0040666962710381	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV18 IgM increased by 0.65 log2 units (1.57-fold; q=0.00407); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV18	1	FcgR2B	Fc-receptor engagement	Fc-receptor communication	1.710886797289525	3.27361984797324	0.0049281091052461	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV18 FcgR2B increased by 1.71 log2 units (3.27-fold; q=0.00493); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV45	2	IgA1	Antibody abundance	Binding-antibody abundance	2.757085696599544	6.760292627164962	0.005130280680514	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV45 IgA1 increased by 2.76 log2 units (6.76-fold; q=0.00513); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	1	IgA1	Antibody abundance	Binding-antibody abundance	2.696090617603188	6.480434821043122	0.005130280680514	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV16 IgA1 increased by 2.70 log2 units (6.48-fold; q=0.00513); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV18	2	FcgR2A	Fc-receptor engagement	Fc-receptor communication	1.0063717069827915	2.008852595952285	0.0052016851713717	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV18 FcgR2A increased by 1.01 log2 units (2.01-fold; q=0.0052); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV45	1	IgA1	Antibody abundance	Binding-antibody abundance	1.6264471622331702	3.087517175432209	0.0059191626049409	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV45 IgA1 increased by 1.63 log2 units (3.09-fold; q=0.00592); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV58	1	IgA1	Antibody abundance	Binding-antibody abundance	1.2622898395453075	2.398761693912021	0.0076435162051874	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV58 IgA1 increased by 1.26 log2 units (2.40-fold; q=0.00764); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
primary_2vHPV_induction	cross_reactive_type	HPV31	0	IgA2	Antibody abundance	Binding-antibody abundance	3.4641104511711225	11.035732225992556	0.0093198169165247	supported	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Primary 2vHPV induction: HPV31 IgA2 increased by 3.46 log2 units (11.04-fold; q=0.00932); floor=supported; BPV calibration=attenuated_after_bpv_calibration.
primary_2vHPV_induction	cross_reactive_type	HPV52	0	IgA1	Antibody abundance	Binding-antibody abundance	1.0713536639138437	2.101404165508292	0.0102876992869025	supported	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Primary 2vHPV induction: HPV52 IgA1 increased by 1.07 log2 units (2.10-fold; q=0.0103); floor=supported; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV45	2	IgG4	IgG subclass architecture	IgG subclass architecture	1.6210638922484726	3.076017886303477	0.011312415915836	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV45 IgG4 increased by 1.62 log2 units (3.08-fold; q=0.0113); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	1	IgG1	IgG subclass architecture	IgG subclass architecture	1.335368246756956	2.523398831003319	0.0134615833729437	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV16 IgG1 increased by 1.34 log2 units (2.52-fold; q=0.0135); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV31	3	FcgR2A	Fc-receptor engagement	Fc-receptor communication	2.343158703535253	5.074123745119195	0.0159308795213074	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV31 FcgR2A increased by 2.34 log2 units (5.07-fold; q=0.0159); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV18	1	FcgR3A	Fc-receptor engagement	Fc-receptor communication	2.147566967399156	4.430799263848144	0.0159308795213074	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV18 FcgR3A increased by 2.15 log2 units (4.43-fold; q=0.0159); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV31	2	IgM	Antibody abundance	Binding-antibody abundance	0.938587594592861	1.916650909353686	0.0159536703966967	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV31 IgM increased by 0.94 log2 units (1.92-fold; q=0.016); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV33	1	IgA1	Antibody abundance	Binding-antibody abundance	1.4773909378778434	2.7844472039503705	0.0171409079622039	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV33 IgA1 increased by 1.48 log2 units (2.78-fold; q=0.0171); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
primary_2vHPV_induction	cross_reactive_type	HPV33	0	IgA1	Antibody abundance	Binding-antibody abundance	1.3008390024516268	2.463721192591599	0.0201108968557723	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Primary 2vHPV induction: HPV33 IgA1 increased by 1.30 log2 units (2.46-fold; q=0.0201); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	1	FcgR3A	Fc-receptor engagement	Fc-receptor communication	1.1909848145645874	2.283085382959958	0.0220159768188643	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV16 FcgR3A increased by 1.19 log2 units (2.28-fold; q=0.022); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV33	3	FcgR2B	Fc-receptor engagement	Fc-receptor communication	1.189212519716112	2.2802824232185475	0.0220159768188643	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV33 FcgR2B increased by 1.19 log2 units (2.28-fold; q=0.022); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	2	FcgR2A	Fc-receptor engagement	Fc-receptor communication	0.3647268484301326	1.2876378125018062	0.027965788269996	not_required	attenuated_after_bpv_calibration	nominal_significance_method_sensitive	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV16 FcgR2A increased by 0.36 log2 units (1.29-fold; q=0.028); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
primary_2vHPV_induction	cross_reactive_type	HPV58	0	IgG1	IgG subclass architecture	IgG subclass architecture	0.6841035895221591	1.606703355148297	0.0324164345712648	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Primary 2vHPV induction: HPV58 IgG1 increased by 0.68 log2 units (1.61-fold; q=0.0324); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
primary_2vHPV_induction	cross_reactive_type	HPV45	0	FcgR3A	Fc-receptor engagement	Fc-receptor communication	1.279967226680486	2.428334604332203	0.0355261867803397	supported	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Primary 2vHPV induction: HPV45 FcgR3A increased by 1.28 log2 units (2.43-fold; q=0.0355); floor=supported; BPV calibration=attenuated_after_bpv_calibration.
primary_2vHPV_induction	cross_reactive_type	HPV33	0	FcgR2B	Fc-receptor engagement	Fc-receptor communication	0.9672134974712734	1.9550608314251567	0.0355261867803397	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Primary 2vHPV induction: HPV33 FcgR2B increased by 0.97 log2 units (1.96-fold; q=0.0355); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV45	2	IgM	Antibody abundance	Binding-antibody abundance	0.7148673178675794	1.6413322602303866	0.0381443711243331	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV45 IgM increased by 0.71 log2 units (1.64-fold; q=0.0381); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV45	1	FcgR2A	Fc-receptor engagement	Fc-receptor communication	2.790458247698408	6.91849504452303	0.0382254631407222	supported	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV45 FcgR2A increased by 2.79 log2 units (6.92-fold; q=0.0382); floor=supported; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV52	1	IgG4	IgG subclass architecture	IgG subclass architecture	1.1113698544706156	2.160506923972363	0.0467886409754237	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV52 IgG4 increased by 1.11 log2 units (2.16-fold; q=0.0468); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	2	FcgR3A	Fc-receptor engagement	Fc-receptor communication	1.267304236298509	2.407113611880221	0.0486580537851081	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV16 FcgR3A increased by 1.27 log2 units (2.41-fold; q=0.0487); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV18	3	FcgR2A	Fc-receptor engagement	Fc-receptor communication	0.9214509603575736	1.8940192060760024	0.0487390081451956	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	Heterologous 2vHPV recall: HPV18 FcgR2A increased by 0.92 log2 units (1.89-fold; q=0.0487); floor=not_required; BPV calibration=attenuated_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV33	2	FcgR2B	Fc-receptor engagement	Fc-receptor communication	2.0267299116392694	4.074801867381405	2.324816015414905e-05	not_required	direction_changed_after_bpv_calibration	not_applicable	B3_direction_changed_after_bpv_calibration	qualified_claim_only	Do not interpret the raw direction without explicit BPV context.	Heterologous 2vHPV recall: HPV33 FcgR2B increased by 2.03 log2 units (4.07-fold; q=2.32e-05); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	3	FcgR3A	Fc-receptor engagement	Fc-receptor communication	0.357786652055498	1.2814584061225582	0.0019239544351719	not_required	direction_changed_after_bpv_calibration	not_applicable	B3_direction_changed_after_bpv_calibration	qualified_claim_only	Do not interpret the raw direction without explicit BPV context.	Heterologous 2vHPV recall: HPV16 FcgR3A increased by 0.36 log2 units (1.28-fold; q=0.00192); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	3	IgA1	Antibody abundance	Binding-antibody abundance	1.0141594395570053	2.019725793016179	0.0023795884365336	not_required	direction_changed_after_bpv_calibration	not_applicable	B3_direction_changed_after_bpv_calibration	qualified_claim_only	Do not interpret the raw direction without explicit BPV context.	Heterologous 2vHPV recall: HPV16 IgA1 increased by 1.01 log2 units (2.02-fold; q=0.00238); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
primary_2vHPV_induction	cross_reactive_type	HPV58	0	IgA1	Antibody abundance	Binding-antibody abundance	0.8254815685332485	1.7721264715330969	0.0025616256391874	not_required	direction_changed_after_bpv_calibration	not_applicable	B3_direction_changed_after_bpv_calibration	qualified_claim_only	Do not interpret the raw direction without explicit BPV context.	Primary 2vHPV induction: HPV58 IgA1 increased by 0.83 log2 units (1.77-fold; q=0.00256); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	cross_reactive_type	HPV58	3	IgA1	Antibody abundance	Binding-antibody abundance	0.7242248619989885	1.6520127965856624	0.0031729358369065	not_required	direction_changed_after_bpv_calibration	not_applicable	B3_direction_changed_after_bpv_calibration	qualified_claim_only	Do not interpret the raw direction without explicit BPV context.	Heterologous 2vHPV recall: HPV58 IgA1 increased by 0.72 log2 units (1.65-fold; q=0.00317); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
heterologous_2vHPV_recall	vaccine_type	HPV16	3	FcgR2A	Fc-receptor engagement	Fc-receptor communication	0.3793262679368998	1.300734276556858	0.0034315859623429	not_required	direction_changed_after_bpv_calibration	nominal_significance_method_sensitive	B3_direction_changed_after_bpv_calibration	qualified_claim_only	Do not interpret the raw direction without explicit BPV context.	Heterologous 2vHPV recall: HPV16 FcgR2A increased by 0.38 log2 units (1.30-fold; q=0.00343); floor=not_required; BPV calibration=direction_changed_after_bpv_calibration.
