matrix_representation	principal_component	component_number	loading_direction	loading_rank	feature_column	antigen_target	assay_feature	feature_family	loading	absolute_loading	contribution_percent
raw_log2_change	PC2	2	highest_loading	5	HPV16__IgA2	HPV16	IgA2	binding_antibody_abundance	0.21655071034681136	0.21655071034681136	4.6894210151708595
raw_log2_change	PC2	2	highest_loading	6	HPV16__ADCP	HPV16	ADCP	phagocytic_function	0.20935263934780596	0.20935263934780596	4.382852760189252
raw_log2_change	PC2	2	highest_loading	7	HPV16__IgA1	HPV16	IgA1	binding_antibody_abundance	0.20912439771554853	0.20912439771554853	4.373301371989092
raw_log2_change	PC2	2	highest_loading	8	HPV18__IgA1	HPV18	IgA1	binding_antibody_abundance	0.20783004398711216	0.20783004398711216	4.319332718368497
raw_log2_change	PC2	2	highest_loading	9	HPV16__IgG1	HPV16	IgG1	igg_subclass_architecture	0.1996694910504838	0.1996694910504838	3.9867905656359226
raw_log2_change	PC2	2	highest_loading	10	HPV16__IgG	HPV16	IgG	binding_antibody_abundance	0.19436733851510632	0.19436733851510632	3.7778662281445934
raw_log2_change	PC2	2	lowest_loading	1	HPV31__IgG4	HPV31	IgG4	igg_subclass_architecture	-0.1048049453187123	0.1048049453187123	1.0984076563258276
raw_log2_change	PC2	2	lowest_loading	2	HPV58__IgG4	HPV58	IgG4	igg_subclass_architecture	-0.08661335208374349	0.08661335208374349	0.7501872759182513
raw_log2_change	PC2	2	lowest_loading	3	HPV52__IgG4	HPV52	IgG4	igg_subclass_architecture	-0.07857496131131353	0.07857496131131353	0.6174024545074418
raw_log2_change	PC2	2	lowest_loading	4	HPV45__IgA2	HPV45	IgA2	binding_antibody_abundance	-0.07484804273183969	0.07484804273183969	0.56022295007873
raw_log2_change	PC2	2	lowest_loading	5	HPV45__IgG4	HPV45	IgG4	igg_subclass_architecture	-0.07253011678891055	0.07253011678891055	0.5260617841413004
raw_log2_change	PC2	2	lowest_loading	6	BPV__IgA1	BPV	IgA1	binding_antibody_abundance	-0.06546821088516686	0.06546821088516686	0.428608663650468
raw_log2_change	PC2	2	lowest_loading	7	HPV52__IgG2	HPV52	IgG2	igg_subclass_architecture	-0.05366504370356661	0.05366504370356661	0.2879936915705714
raw_log2_change	PC2	2	lowest_loading	8	HPV45__FcgR2A	HPV45	FcgR2A	fc_receptor_communication	-0.04148231393389363	0.04148231393389363	0.17207823693101057
raw_log2_change	PC2	2	lowest_loading	9	HPV45__IgG2	HPV45	IgG2	igg_subclass_architecture	-0.033627074823108685	0.033627074823108685	0.11307801611589499
raw_log2_change	PC2	2	lowest_loading	10	BPV__FcgR2B	BPV	FcgR2B	fc_receptor_communication	-0.029449223664305166	0.029449223664305166	0.08672567744302714
raw_log2_change	PC3	3	highest_loading	1	HPV31__FcgR2A	HPV31	FcgR2A	fc_receptor_communication	0.29824195642983575	0.29824195642983575	8.894826457509605
raw_log2_change	PC3	3	highest_loading	2	HPV52__FcgR2A	HPV52	FcgR2A	fc_receptor_communication	0.2971426717908445	0.2971426717908445	8.829376739900155
raw_log2_change	PC3	3	highest_loading	3	HPV45__FcgR2A	HPV45	FcgR2A	fc_receptor_communication	0.29706669652821216	0.29706669652821216	8.82486221861849
raw_log2_change	PC3	3	highest_loading	4	HPV58__FcgR2A	HPV58	FcgR2A	fc_receptor_communication	0.2863928095678834	0.2863928095678834	8.202084137218591
raw_log2_change	PC3	3	highest_loading	5	HPV18__FcgR2A	HPV18	FcgR2A	fc_receptor_communication	0.26849379969658627	0.26849379969658627	7.208892047551059
raw_log2_change	PC3	3	highest_loading	6	HPV16__FcgR2A	HPV16	FcgR2A	fc_receptor_communication	0.21115856925530602	0.21115856925530602	4.458794136994787
raw_log2_change	PC3	3	highest_loading	7	HPV33__FcgR2A	HPV33	FcgR2A	fc_receptor_communication	0.20948530649783345	0.20948530649783345	4.388409363849123
raw_log2_change	PC3	3	highest_loading	8	BPV__FcgR2A	BPV	FcgR2A	fc_receptor_communication	0.17403012591570757	0.17403012591570757	3.0286484726237033
raw_log2_change	PC3	3	highest_loading	9	HPV31__FcgR2B	HPV31	FcgR2B	fc_receptor_communication	0.13471199346159268	0.13471199346159268	1.814732118239619
raw_log2_change	PC3	3	highest_loading	10	HPV58__FcgR2B	HPV58	FcgR2B	fc_receptor_communication	0.10181908086216386	0.10181908086216386	1.0367125227615863
raw_log2_change	PC3	3	lowest_loading	1	HPV52__IgM	HPV52	IgM	binding_antibody_abundance	-0.19591108089241147	0.19591108089241147	3.838115161643299
raw_log2_change	PC3	3	lowest_loading	2	HPV58__IgM	HPV58	IgM	binding_antibody_abundance	-0.18118093151538422	0.18118093151538422	3.282652994478235
raw_log2_change	PC3	3	lowest_loading	3	HPV31__IgM	HPV31	IgM	binding_antibody_abundance	-0.16647287799212895	0.16647287799212895	2.771321910698225
raw_log2_change	PC3	3	lowest_loading	4	HPV45__IgG2	HPV45	IgG2	igg_subclass_architecture	-0.1594508169801655	0.1594508169801655	2.542456303564223
raw_log2_change	PC3	3	lowest_loading	5	HPV45__IgM	HPV45	IgM	binding_antibody_abundance	-0.13459719257137115	0.13459719257137115	1.811640424809477
raw_log2_change	PC3	3	lowest_loading	6	HPV33__FcgR3A	HPV33	FcgR3A	fc_receptor_communication	-0.13008882427896493	0.13008882427896493	1.6923102202283415
raw_log2_change	PC3	3	lowest_loading	7	HPV45__IgG3	HPV45	IgG3	igg_subclass_architecture	-0.12857282070834886	0.12857282070834886	1.6530970224901222
raw_log2_change	PC3	3	lowest_loading	8	HPV58__IgG2	HPV58	IgG2	igg_subclass_architecture	-0.12607094165055482	0.12607094165055482	1.58938823286576
raw_log2_change	PC3	3	lowest_loading	9	BPV__IgG3	BPV	IgG3	igg_subclass_architecture	-0.11625291267634544	0.11625291267634544	1.3514739705733998
raw_log2_change	PC3	3	lowest_loading	10	BPV__IgG1	BPV	IgG1	igg_subclass_architecture	-0.11216959196656084	0.11216959196656084	1.258201736194475
raw_log2_change	PC4	4	highest_loading	1	HPV33__IgA1	HPV33	IgA1	binding_antibody_abundance	0.2689712924027115	0.2689712924027115	7.234555613678493
raw_log2_change	PC4	4	highest_loading	2	HPV31__IgA2	HPV31	IgA2	binding_antibody_abundance	0.25161736450558203	0.25161736450558203	6.331129812073494
raw_log2_change	PC4	4	highest_loading	3	HPV58__IgA1	HPV58	IgA1	binding_antibody_abundance	0.22430673211208507	0.22430673211208507	5.03135100708027
raw_log2_change	PC4	4	highest_loading	4	HPV45__IgG4	HPV45	IgG4	igg_subclass_architecture	0.1938375264473515	0.1938375264473515	3.757298665922769
raw_log2_change	PC4	4	highest_loading	5	HPV31__IgA1	HPV31	IgA1	binding_antibody_abundance	0.19146408420328154	0.19146408420328154	3.665849553980128
raw_log2_change	PC4	4	highest_loading	6	HPV52__IgG4	HPV52	IgG4	igg_subclass_architecture	0.18752373544221582	0.18752373544221582	3.5165151354202147
raw_log2_change	PC4	4	highest_loading	7	HPV18__IgG2	HPV18	IgG2	igg_subclass_architecture	0.17092357517287424	0.17092357517287424	2.921486854987719
raw_log2_change	PC4	4	highest_loading	8	HPV58__IgA2	HPV58	IgA2	binding_antibody_abundance	0.1678266171236665	0.1678266171236665	2.816577341517375
raw_log2_change	PC4	4	highest_loading	9	HPV33__IgA2	HPV33	IgA2	binding_antibody_abundance	0.1658166267023096	0.1658166267023096	2.749515369093309
raw_log2_change	PC4	4	highest_loading	10	HPV52__IgG2	HPV52	IgG2	igg_subclass_architecture	0.16405491787568893	0.16405491787568893	2.6914016079199037
raw_log2_change	PC4	4	lowest_loading	1	HPV31__IgM	HPV31	IgM	binding_antibody_abundance	-0.19006014317336378	0.19006014317336378	3.612285802307954
raw_log2_change	PC4	4	lowest_loading	2	HPV58__IgM	HPV58	IgM	binding_antibody_abundance	-0.1753642736846125	0.1753642736846125	3.0752628484931677
raw_log2_change	PC4	4	lowest_loading	3	HPV45__IgM	HPV45	IgM	binding_antibody_abundance	-0.16544305127970022	0.16544305127970022	2.7371403216737518
raw_log2_change	PC4	4	lowest_loading	4	BPV__IgM	BPV	IgM	binding_antibody_abundance	-0.1637962188372205	0.1637962188372205	2.682920130537063
raw_log2_change	PC4	4	lowest_loading	5	HPV33__IgM	HPV33	IgM	binding_antibody_abundance	-0.15978716698606737	0.15978716698606737	2.553193873343338
raw_log2_change	PC4	4	lowest_loading	6	HPV52__IgM	HPV52	IgM	binding_antibody_abundance	-0.135336719207905	0.135336719207905	1.8316027565959319
raw_log2_change	PC4	4	lowest_loading	7	BPV__FcgR2A	BPV	FcgR2A	fc_receptor_communication	-0.12343080697365111	0.12343080697365111	1.523516411016672
raw_log2_change	PC4	4	lowest_loading	8	HPV45__IgA2	HPV45	IgA2	binding_antibody_abundance	-0.12207563968196145	0.12207563968196145	1.490246180376008
raw_log2_change	PC4	4	lowest_loading	9	HPV18__FcgR3A	HPV18	FcgR3A	fc_receptor_communication	-0.1133231663024292	0.1133231663024292	1.2842140020808024
raw_log2_change	PC4	4	lowest_loading	10	HPV52__IgG1	HPV52	IgG1	igg_subclass_architecture	-0.10649286746122738	0.10649286746122738	1.1340730820114542
raw_log2_change	PC5	5	highest_loading	1	HPV45__IgM	HPV45	IgM	binding_antibody_abundance	0.261189205989559	0.261189205989559	6.8219801325456295
raw_log2_change	PC5	5	highest_loading	2	HPV33__FcgR2B	HPV33	FcgR2B	fc_receptor_communication	0.22550117655520058	0.22550117655520058	5.085078062777974
raw_log2_change	PC5	5	highest_loading	3	HPV52__IgG2	HPV52	IgG2	igg_subclass_architecture	0.21323265218615856	0.21323265218615856	4.546816395834327
raw_log2_change	PC5	5	highest_loading	4	HPV45__IgG2	HPV45	IgG2	igg_subclass_architecture	0.20696360535327105	0.20696360535327105	4.283393394082453
raw_log2_change	PC5	5	highest_loading	5	HPV52__IgM	HPV52	IgM	binding_antibody_abundance	0.19896698100467905	0.19896698100467905	3.9587859530116316
raw_log2_change	PC5	5	highest_loading	6	HPV33__IgM	HPV33	IgM	binding_antibody_abundance	0.19533571576540718	0.19533571576540718	3.815604185358394
raw_log2_change	PC5	5	highest_loading	7	BPV__IgM	BPV	IgM	binding_antibody_abundance	0.18869652509965085	0.18869652509965085	3.5606378584683163
raw_log2_change	PC5	5	highest_loading	8	HPV16__FcgR2A	HPV16	FcgR2A	fc_receptor_communication	0.18596341799604632	0.18596341799604632	3.458239283277224
raw_log2_change	PC5	5	highest_loading	9	HPV18__FcgR2A	HPV18	FcgR2A	fc_receptor_communication	0.17675200548454284	0.17675200548454284	3.124127144280786
raw_log2_change	PC5	5	highest_loading	10	BPV__FcgR2B	BPV	FcgR2B	fc_receptor_communication	0.17570165320357328	0.17570165320357328	3.0871070938468734
raw_log2_change	PC5	5	lowest_loading	1	HPV16__ADCP	HPV16	ADCP	phagocytic_function	-0.22050285952040583	0.22050285952040583	4.862151105667582
raw_log2_change	PC5	5	lowest_loading	2	HPV16__IgG3	HPV16	IgG3	igg_subclass_architecture	-0.17601662459079048	0.17601662459079048	3.098185213233527
raw_log2_change	PC5	5	lowest_loading	3	BPV__IgG1	BPV	IgG1	igg_subclass_architecture	-0.16701115667572258	0.16701115667572258	2.7892726454162755
raw_log2_change	PC5	5	lowest_loading	4	HPV18__ADCP	HPV18	ADCP	phagocytic_function	-0.15773305289010833	0.15773305289010833	2.487971597403371
raw_log2_change	PC5	5	lowest_loading	5	HPV16__IgG4	HPV16	IgG4	igg_subclass_architecture	-0.13067499744314406	0.13067499744314406	1.7075954956765709
raw_log2_change	PC5	5	lowest_loading	6	HPV18__IgG2	HPV18	IgG2	igg_subclass_architecture	-0.11647038992942813	0.11647038992942813	1.356535173031303
raw_log2_change	PC5	5	lowest_loading	7	HPV18__IgG4	HPV18	IgG4	igg_subclass_architecture	-0.1102966242636279	0.1102966242636279	1.216534532395191
raw_log2_change	PC5	5	lowest_loading	8	HPV18__IgG1	HPV18	IgG1	igg_subclass_architecture	-0.10807937215657602	0.10807937215657602	1.168115068575966
raw_log2_change	PC5	5	lowest_loading	9	HPV31__IgG3	HPV31	IgG3	igg_subclass_architecture	-0.0930274602810036	0.0930274602810036	0.8654108366333702
raw_log2_change	PC5	5	lowest_loading	10	HPV18__nAb	HPV18	nAb	neutralization	-0.08061774847475703	0.08061774847475703	0.6499221369139189
raw_log2_change	PC6	6	highest_loading	1	HPV18__IgM	HPV18	IgM	binding_antibody_abundance	0.2250060652407409	0.2250060652407409	5.062772939512055
raw_log2_change	PC6	6	highest_loading	2	HPV31__IgG4	HPV31	IgG4	igg_subclass_architecture	0.22200726706008894	0.22200726706008894	4.9287226627489655
raw_log2_change	PC6	6	highest_loading	3	HPV52__IgG4	HPV52	IgG4	igg_subclass_architecture	0.20907736225806206	0.20907736225806206	4.371334340878891
raw_log2_change	PC6	6	highest_loading	4	HPV58__IgG4	HPV58	IgG4	igg_subclass_architecture	0.2066658852302881	0.2066658852302881	4.2710788118018606
raw_log2_change	PC6	6	highest_loading	5	BPV__IgM	BPV	IgM	binding_antibody_abundance	0.2057138409336411	0.2057138409336411	4.231818435167138
raw_log2_change	PC6	6	highest_loading	6	HPV45__IgG4	HPV45	IgG4	igg_subclass_architecture	0.18441447085385132	0.18441447085385132	3.400869706030598
raw_log2_change	PC6	6	highest_loading	7	BPV__IgA1	BPV	IgA1	binding_antibody_abundance	0.18437010550121097	0.18437010550121097	3.399233580252766
raw_log2_change	PC6	6	highest_loading	8	BPV__IgA2	BPV	IgA2	binding_antibody_abundance	0.17461971195119858	0.17461971195119858	3.049204380191956
raw_log2_change	PC6	6	highest_loading	9	HPV16__FcgR2A	HPV16	FcgR2A	fc_receptor_communication	0.15751201468876092	0.15751201468876092	2.4810034771312437
raw_log2_change	PC6	6	highest_loading	10	HPV52__IgM	HPV52	IgM	binding_antibody_abundance	0.15590505376699312	0.15590505376699312	2.430638579008902
raw_log2_change	PC6	6	lowest_loading	1	HPV18__IgG3	HPV18	IgG3	igg_subclass_architecture	-0.17152131979978108	0.17152131979978108	2.941956314585877
raw_log2_change	PC6	6	lowest_loading	2	HPV45__IgG3	HPV45	IgG3	igg_subclass_architecture	-0.16701293566207315	0.16701293566207315	2.789332067846378
raw_log2_change	PC6	6	lowest_loading	3	HPV18__FcgR2B	HPV18	FcgR2B	fc_receptor_communication	-0.16650537201015833	0.16650537201015833	2.7724038908241218
raw_log2_change	PC6	6	lowest_loading	4	HPV45__FcgR2B	HPV45	FcgR2B	fc_receptor_communication	-0.15590218627723684	0.15590218627723684	2.4305491686022256
raw_log2_change	PC6	6	lowest_loading	5	HPV58__FcgR2B	HPV58	FcgR2B	fc_receptor_communication	-0.15123608608779837	0.15123608608779837	2.2872353735155957
raw_log2_change	PC6	6	lowest_loading	6	HPV45__IgA1	HPV45	IgA1	binding_antibody_abundance	-0.14597233662791398	0.14597233662791398	2.130792306061304
raw_log2_change	PC6	6	lowest_loading	7	HPV33__IgG3	HPV33	IgG3	igg_subclass_architecture	-0.14299208581137063	0.14299208581137063	2.044673660468638
raw_log2_change	PC6	6	lowest_loading	8	BPV__IgG2	BPV	IgG2	igg_subclass_architecture	-0.1374739155018972	0.1374739155018972	1.8899077443422772
raw_log2_change	PC6	6	lowest_loading	9	HPV52__FcgR3A	HPV52	FcgR3A	fc_receptor_communication	-0.13657945400123825	0.13657945400123825	1.8653947255276355
raw_log2_change	PC6	6	lowest_loading	10	HPV45__FcgR3A	HPV45	FcgR3A	fc_receptor_communication	-0.1360936950802458	0.1360936950802458	1.852149384059492
raw_log2_change	PC7	7	highest_loading	1	HPV18__IgG4	HPV18	IgG4	igg_subclass_architecture	0.2934579671568499	0.2934579671568499	8.61175784878308
raw_log2_change	PC7	7	highest_loading	2	HPV33__IgG4	HPV33	IgG4	igg_subclass_architecture	0.25053828046641335	0.25053828046641335	6.276942997906721
raw_log2_change	PC7	7	highest_loading	3	HPV18__FcgR2B	HPV18	FcgR2B	fc_receptor_communication	0.23393587922735054	0.23393587922735054	5.472599558987354
raw_log2_change	PC7	7	highest_loading	4	HPV45__IgG4	HPV45	IgG4	igg_subclass_architecture	0.2312928428206011	0.2312928428206011	5.349637914003529
raw_log2_change	PC7	7	highest_loading	5	HPV18__FcgR3A	HPV18	FcgR3A	fc_receptor_communication	0.23082418792775827	0.23082418792775827	5.3279805732509065
raw_log2_change	PC7	7	highest_loading	6	HPV52__IgG4	HPV52	IgG4	igg_subclass_architecture	0.21205586660007306	0.21205586660007306	4.496769055950798
raw_log2_change	PC7	7	highest_loading	7	HPV52__FcgR2B	HPV52	FcgR2B	fc_receptor_communication	0.18255124667002162	0.18255124667002162	3.332495766077908
raw_log2_change	PC7	7	highest_loading	8	HPV58__FcgR2B	HPV58	FcgR2B	fc_receptor_communication	0.17943656620749016	0.17943656620749016	3.2197481292334995
raw_log2_change	PC7	7	highest_loading	9	BPV__FcgR2B	BPV	FcgR2B	fc_receptor_communication	0.17778973857453867	0.17778973857453867	3.1609191142402806
raw_log2_change	PC7	7	highest_loading	10	HPV18__IgG2	HPV18	IgG2	igg_subclass_architecture	0.17160514456469228	0.17160514456469228	2.9448325641068935
raw_log2_change	PC7	7	lowest_loading	1	HPV31__IgA1	HPV31	IgA1	binding_antibody_abundance	-0.23391373545065672	0.23391373545065672	5.471563563247981
raw_log2_change	PC7	7	lowest_loading	2	HPV33__IgA1	HPV33	IgA1	binding_antibody_abundance	-0.17109410190886262	0.17109410190886262	2.927319170800027
raw_log2_change	PC7	7	lowest_loading	3	HPV33__IgG1	HPV33	IgG1	igg_subclass_architecture	-0.16300981359750172	0.16300981359750172	2.6572199329092254
raw_log2_change	PC7	7	lowest_loading	4	HPV58__IgA2	HPV58	IgA2	binding_antibody_abundance	-0.14597837468851296	0.14597837468851296	2.130968587669988
raw_log2_change	PC7	7	lowest_loading	5	HPV31__IgA2	HPV31	IgA2	binding_antibody_abundance	-0.1393246480438998	0.1393246480438998	1.941135755255655
raw_log2_change	PC7	7	lowest_loading	6	HPV33__IgG2	HPV33	IgG2	igg_subclass_architecture	-0.13764558199011293	0.13764558199011293	1.89463062413969
raw_log2_change	PC7	7	lowest_loading	7	HPV31__IgM	HPV31	IgM	binding_antibody_abundance	-0.1293201816626112	0.1293201816626112	1.6723709385250762
raw_log2_change	PC7	7	lowest_loading	8	HPV33__FcgR2A	HPV33	FcgR2A	fc_receptor_communication	-0.12269272956652114	0.12269272956652114	1.505350588848349
raw_log2_change	PC7	7	lowest_loading	9	BPV__IgG1	BPV	IgG1	igg_subclass_architecture	-0.11464609302977946	0.11464609302977946	1.3143726646992846
raw_log2_change	PC7	7	lowest_loading	10	HPV52__IgA2	HPV52	IgA2	binding_antibody_abundance	-0.11361502923904296	0.11361502923904296	1.2908374868988586
raw_log2_change	PC8	8	highest_loading	1	BPV__IgG3	BPV	IgG3	igg_subclass_architecture	0.27709224401662047	0.27709224401662047	7.678011169416635
raw_log2_change	PC8	8	highest_loading	2	HPV45__IgG3	HPV45	IgG3	igg_subclass_architecture	0.2448255536116325	0.2448255536116325	5.9939551701242335
raw_log2_change	PC8	8	highest_loading	3	HPV52__IgA2	HPV52	IgA2	binding_antibody_abundance	0.23426700094164765	0.23426700094164765	5.488102773019394
raw_log2_change	PC8	8	highest_loading	4	HPV58__IgG3	HPV58	IgG3	igg_subclass_architecture	0.22887886539539162	0.22887886539539162	5.2385535024681795
raw_log2_change	PC8	8	highest_loading	5	HPV18__IgG3	HPV18	IgG3	igg_subclass_architecture	0.18264964736721886	0.18264964736721886	3.33608936833694
raw_log2_change	PC8	8	highest_loading	6	HPV52__IgA1	HPV52	IgA1	binding_antibody_abundance	0.17993856484116608	0.17993856484116608	3.2377887117098525
raw_log2_change	PC8	8	highest_loading	7	HPV33__IgG3	HPV33	IgG3	igg_subclass_architecture	0.1644025272850676	0.1644025272850676	2.70281909777174
raw_log2_change	PC8	8	highest_loading	8	HPV45__IgA2	HPV45	IgA2	binding_antibody_abundance	0.1436634956184085	0.1436634956184085	2.0639199973300477
raw_log2_change	PC8	8	highest_loading	9	HPV52__IgG3	HPV52	IgG3	igg_subclass_architecture	0.13950006486301703	0.13950006486301703	1.9460268096785958
raw_log2_change	PC8	8	highest_loading	10	HPV31__IgG4	HPV31	IgG4	igg_subclass_architecture	0.13789642385391535	0.13789642385391535	1.9015423711698671
raw_log2_change	PC8	8	lowest_loading	1	BPV__FcgR2B	BPV	FcgR2B	fc_receptor_communication	-0.174075466868078	0.174075466868078	3.0302268165339328
raw_log2_change	PC8	8	lowest_loading	2	HPV16__nAb	HPV16	nAb	neutralization	-0.165390528340955	0.165390528340955	2.7354026864900236
